cluster	chr	start	end	strand	nr_ctss	dominant_ctss	tpm	tpm_dom_ctss	tss.num	shape.index	nCTSSs	nTSSs
5114	chr3R	5084203	5084207	-	2	5084204	7.32828392771015	4.24051366787441	5114	0.657861044126491	3	21
5115	chr3R	5157220	5157223	-	2	5157221	5.40635964755897	2.70317982377949	5115	1	2	14
5116	chr3R	5160407	5160412	-	4	5160410	23.4670694832969	11.5207230274671	5116	0.308074845847473	4	61
5117	chr3R	5193913	5193916	-	3	5193916	31.0862999841434	20.6907126331071	5117	0.806495323892879	3	81
5118	chr3R	5197297	5197299	-	2	5197298	3.48064616773738	2.3183783756711	5118	1.08170416594551	2	9
5119	chr3R	5226146	5226185	-	7	5226168	37.334151356627	9.60730269598138	5119	-0.771949637907546	10	102
5120	chr3R	5226373	5226375	-	2	5226374	5.40614863550683	3.08777025983574	5120	1.01477186396575	2	14
5121	chr3R	5226520	5226533	-	3	5226521	11.5666101124772	5.77566002886195	5121	0.344347024727028	4	31
5122	chr3R	5226568	5226572	-	3	5226572	14.2508762400237	8.07552011196818	5122	0.585667589661266	3	37
5123	chr3R	5226733	5226750	-	4	5226750	10.0402446012664	3.85641860974955	5123	-0.530472829426641	8	31
5124	chr3R	5226958	5226959	-	1	5226959	8.84153898526358	8.84153898526358	5124	2	1	23
5125	chr3R	5226979	5226987	-	4	5226987	18.0975999726647	7.69240752725689	5125	0.342202311155881	4	47
5126	chr3R	5229853	5229867	-	3	5229867	39.5169924146757	22.2172821914374	5126	0.364120530977494	5	107
5127	chr3R	5235486	5235488	-	2	5235487	61.9700253228072	37.8450949333732	5127	1.03592123519177	2	162
5128	chr3R	5322960	5322962	-	2	5322961	10.010785902928	7.69240752725689	5128	1.22065016270791	2	26
5129	chr3R	5331805	5331808	-	2	5331806	6.55889204354551	4.24051366787441	5129	0.456248045579498	4	20
5130	chr3R	5336416	5336417	-	1	5336417	6.92595847127459	6.92595847127459	5130	2	1	18
5131	chr3R	5338521	5338523	-	2	5338522	10.3938984876393	8.07552011196818	5131	1.23579549349138	2	27
5132	chr3R	5338544	5338563	-	3	5338545	6.18095419388213	3.85641860974955	5132	0.426011038349694	4	17
5133	chr3R	5338666	5338687	-	2	5338667	5.40614863550683	3.08777025983574	5133	1.01477186396575	2	14
5134	chr3R	5338756	5338798	-	7	5338785	576.310042321634	499.62457778413	5134	1.14807410032636	8	1521
5135	chr3R	5341612	5341615	-	2	5341613	5.7884990873245	4.24051366787441	5135	0.739228206103206	3	17
5136	chr3R	5354070	5354075	-	2	5354071	3.09559808442614	1.93333029235985	5136	1.04556599707504	2	8
5137	chr3R	5361433	5361437	-	2	5361437	8.85467531932318	7.69240752725689	5137	1.4413706265478	2	23
5138	chr3R	5370854	5370858	-	2	5370855	2.32453558413257	1.16226779206629	5138	1	2	6
5139	chr3R	5385060	5385064	-	3	5385064	13.8640644075151	6.54261381066948	5139	0.670123770874889	3	36
5140	chr3R	5385244	5385248	-	4	5385248	35.3146510865899	19.927267474403	5140	0.550882219600226	4	92
5141	chr3R	5389357	5389368	-	5	5389368	27.2632937625167	21.0723943832629	5141	0.645714266496834	6	73
5142	chr3R	5402086	5402088	-	2	5402088	6.17384396023426	4.24051366787441	5142	1.10396176746544	2	16
5143	chr3R	5402151	5402173	-	3	5402152	7.33893550306531	3.08777025983574	5143	0.16251517028806	4	21
5144	chr3R	5402660	5402677	-	2	5402661	4.63651011613933	2.70317982377949	5144	0.704262199461988	3	13
5145	chr3R	5402754	5402762	-	3	5402762	3.87252100358266	1.54798541945008	5145	0.429049405545332	3	10
5146	chr3R	5403061	5403062	-	1	5403062	9.22445137207965	9.22445137207965	5146	2	1	24
5147	chr3R	5403090	5403091	-	1	5403091	9.60730269598138	9.60730269598138	5147	2	1	25
5148	chr3R	5403453	5403478	-	7	5403456	109.335241743668	70.5516389549441	5148	0.455459466917293	7	286
5149	chr3R	5454728	5454729	-	1	5454729	5.00831368017223	5.00831368017223	5149	2	1	13
5150	chr3R	5454838	5454842	-	2	5454839	26.054374398337	24.5063889788869	5150	1.6772430411026	2	68
5151	chr3R	5454946	5454959	-	2	5454947	5.40635964755897	2.70317982377949	5151	1	2	14
5152	chr3R	5455048	5455049	-	1	5455049	8.84153898526358	8.84153898526358	5152	2	1	23
5153	chr3R	5455228	5455231	-	2	5455229	18.4489027441593	9.22445137207965	5153	1	2	48
5154	chr3R	5455285	5455287	-	2	5455286	10.7813979107837	7.30922160650763	5154	1.094071783957	2	28
5155	chr3R	5455652	5455677	-	3	5455677	8.86714939480206	6.54261381066948	5155	0.706564303678123	4	24
5156	chr3R	5455778	5455785	-	3	5455779	7.33284926430481	5.00831368017223	5156	0.446515498181294	4	21
5157	chr3R	5455839	5455842	-	2	5455842	9.23778790403447	8.07552011196818	5157	1.4564355568004	2	24
5158	chr3R	5455862	5455864	-	2	5455863	9.63255299975615	5.39203933188174	5158	0.813280155467244	3	26
5159	chr3R	5456535	5456536	-	1	5456536	9.22445137207965	9.22445137207965	5159	2	1	24
5160	chr3R	5456572	5456587	-	2	5456573	2.32453558413257	1.16226779206629	5160	0.551184364274815	3	7
5161	chr3R	5509744	5509745	-	1	5509745	13.4329177540685	13.4329177540685	5161	2	1	35
5162	chr3R	5531879	5531882	-	3	5531880	12.7120030664483	7.30922160650763	5162	0.698613700720391	3	33
5163	chr3R	5541342	5541344	-	2	5541344	3.86544761584577	2.70317982377949	5163	1.11870910076931	2	10
5164	chr3R	5542338	5542342	-	3	5542340	11.5627755343956	6.54261381066948	5164	0.465680893298176	4	31
5165	chr3R	5551334	5551335	-	1	5551335	5.00831368017223	5.00831368017223	5165	1.62876767335912	2	14
5166	chr3R	5551360	5551361	-	1	5551361	11.90325354315	11.90325354315	5166	2	1	31
5167	chr3R	5573137	5573138	-	1	5573138	6.92595847127459	6.92595847127459	5167	1.70252775108071	2	19
5168	chr3R	5580384	5580385	-	1	5580385	19.1637099220414	19.1637099220414	5168	1.8607670009449	2	51
5169	chr3R	5588640	5588642	-	2	5588641	4.25116524322957	2.70317982377949	5169	1.05433969539936	2	11
5170	chr3R	5588871	5588875	-	4	5588873	69.6480988024479	49.6438042401231	5170	0.721407794930399	4	182
5171	chr3R	5610080	5610091	-	3	5610091	7.7185668916886	5.00831368017223	5171	0.721102097012521	3	20
5172	chr3R	5630598	5630602	-	2	5630602	3.48064616773738	2.3183783756711	5172	1.08170416594551	2	9
5173	chr3R	5635073	5635076	-	2	5635076	3.86636379512118	2.3183783756711	5173	1.02904940554533	2	10
5174	chr3R	5827884	5827891	-	2	5827885	3.48064616773738	2.3183783756711	5174	1.08170416594551	2	9
5175	chr3R	5838583	5838585	-	2	5838584	3.09597083890017	1.54798541945008	5175	1	2	8
5176	chr3R	5928849	5928854	-	5	5928853	25.024903379897	8.07552011196818	5176	-0.070210471725904	5	65
5177	chr3R	5952313	5952315	-	2	5952315	3.48064616773738	2.3183783756711	5177	1.08170416594551	2	9
5178	chr3R	5952682	5952702	-	2	5952683	6.55889204354551	4.24051366787441	5178	1.06333261812244	2	17
5179	chr3R	5959880	5959889	-	2	5959889	24.1863630789849	14.9619117069052	5179	0.872551980093629	3	65
5180	chr3R	5960192	5960196	-	4	5960194	181.053148628338	94.4713294370117	5180	0.834033712711204	4	475
5181	chr3R	5965545	5965546	-	1	5965546	11.90325354315	11.90325354315	5181	2	1	31
5182	chr3R	5987037	5987038	-	1	5987038	5.00831368017223	5.00831368017223	5182	2	1	13
5183	chr3R	5998032	5998035	-	3	5998034	7.33773432155948	3.85641860974955	5183	0.532542035151701	3	19
5184	chr3R	6081040	6081042	-	2	6081042	3.09559808442614	1.93333029235985	5184	1.04556599707504	2	8
5185	chr3R	6408355	6408359	-	4	6408358	125.709416216319	117.609220603325	5185	1.58517842078723	4	330
5186	chr3R	6410450	6410471	-	6	6410470	20.0530203071904	6.92595847127459	5186	-0.371047213103104	6	52
5187	chr3R	6411361	6411363	-	2	6411362	13.0808699818292	9.22445137207965	5187	1.12601895187264	2	34
5188	chr3R	6416688	6416690	-	2	6416689	5.79095008361522	3.08777025983574	5188	1.00320836801836	2	15
5189	chr3R	6439506	6439508	-	2	6439508	2.71025321151637	1.54798541945008	5189	0.469506943242517	3	9
5190	chr3R	6439976	6439978	-	2	6439977	3.09559808442614	1.93333029235985	5190	1.04556599707504	2	8
5191	chr3R	6593949	6593968	-	2	6593950	47.7769291275351	45.458550751864	5191	1.60968609147958	3	127
5192	chr3R	6609803	6609804	-	1	6609804	9.99009540998002	9.99009540998002	5192	1.77146185604647	2	27
5193	chr3R	6680177	6680178	-	1	6680178	23.7434486294322	23.7434486294322	5193	1.88240533434114	2	63
5194	chr3R	6689952	6689954	-	2	6689954	31.8173379166909	24.124930389434	5194	1.20336053345117	2	83
5195	chr3R	6694341	6694343	-	2	6694342	8.09403840453305	5.77566002886195	5195	1.13687943143337	2	21
5196	chr3R	6697445	6697459	-	2	6697446	2.71025321151637	1.54798541945008	5196	0.594360937770434	3	8
5197	chr3R	6706273	6706277	-	2	6706277	29.4820430738407	28.3197752817744	5197	1.66657773701859	3	78
5198	chr3R	6707854	6707856	-	2	6707855	2.32453558413257	1.16226779206629	5198	1	2	6
5199	chr3R	6996571	6996576	-	2	6996572	2.32453558413257	1.16226779206629	5199	1	2	6
5200	chr3R	7040240	7040246	-	3	7040246	53.605207819019	38.987462145643	5200	0.798808376911607	4	142
5201	chr3R	7041186	7041187	-	1	7041187	5.39203933188174	5.39203933188174	5201	2	1	14
5202	chr3R	7041292	7041294	-	2	7041293	4.25003805190202	3.08777025983574	5202	1.15464906337756	2	11
5203	chr3R	7041337	7041339	-	2	7041338	12.30041150033	11.1381437082637	5203	1.36882819460709	3	33
5204	chr3R	7041616	7041618	-	2	7041618	3.09559808442614	1.93333029235985	5204	1.04556599707504	2	8
5205	chr3R	7054738	7054740	-	2	7054739	2.32453558413257	1.16226779206629	5205	1	2	6
5206	chr3R	7056282	7056283	-	1	7056283	6.15918280477931	6.15918280477931	5206	2	1	16
5207	chr3R	7172863	7172866	-	2	7172864	3.09559808442614	1.93333029235985	5207	1.04556599707504	2	8
5208	chr3R	7235550	7235555	-	3	7235551	6.56814714317619	3.47217630427602	5208	0.531909218336767	3	17
5209	chr3R	7235604	7235605	-	1	7235605	34.4171814595178	34.4171814595178	5209	2	1	90
5210	chr3R	7257279	7257281	-	2	7257280	3.09597083890017	1.54798541945008	5210	0.607852776335466	3	9
5211	chr3R	7261324	7261334	-	3	7261334	14.6306000075865	9.22445137207965	5211	0.687569197652064	3	38
5212	chr3R	7382516	7382519	-	2	7382519	2.71025321151637	1.54798541945008	5212	1.01477186396575	2	7
5213	chr3R	7388019	7388020	-	1	7388020	5.39203933188174	5.39203933188174	5213	2	1	14
5214	chr3R	7416193	7416195	-	2	7416195	18.0345836023031	16.8723158102368	5214	1.6575362275182	2	47
5215	chr3R	7416377	7416379	-	2	7416379	10.0038067773299	8.84153898526358	5215	1.48405306999255	2	26
5216	chr3R	7416920	7416921	-	1	7416921	5.39203933188174	5.39203933188174	5216	2	1	14
5217	chr3R	7416976	7416988	-	2	7416988	3.09559808442614	1.93333029235985	5217	0.514524702772666	3	10
5218	chr3R	7418247	7418249	-	2	7418248	8.09059923011957	6.54261381066948	5218	1.06269875869251	3	22
5219	chr3R	7419397	7419398	-	1	7419398	26.4133467067751	26.4133467067751	5219	2	1	69
5220	chr3R	7419424	7419426	-	2	7419425	5.40614863550683	3.08777025983574	5220	1.01477186396575	2	14
5221	chr3R	7419469	7419471	-	2	7419470	3.8666605847197	1.93333029235985	5221	1	2	10
5222	chr3R	7430476	7430478	-	2	7430477	35.9988806973946	30.6068413655129	5222	1.3928283451287	2	94
5223	chr3R	7445628	7445633	-	4	7445631	76.1219102335707	54.5882726199154	5223	0.74995103313755	4	199
5224	chr3R	7462153	7462155	-	2	7462154	30.2725124029158	26.0319987350414	5224	1.41775369498788	2	79
5225	chr3R	7462399	7462400	-	1	7462400	8.4585628685967	8.4585628685967	5225	1.74198133133518	2	23
5226	chr3R	7505419	7505424	-	5	7505424	70.8363660093484	40.5104190636772	5226	0.48314658909246	5	185
5227	chr3R	7571816	7571836	-	2	7571817	2.32453558413257	1.16226779206629	5227	1	2	6
5228	chr3R	7578694	7578710	-	5	7578696	47.9954540562044	15.3440638979909	5228	0.0012696864043058	5	125
5229	chr3R	7589370	7589377	-	2	7589371	3.09559808442614	1.93333029235985	5229	1.04556599707504	2	8
5230	chr3R	7589444	7589445	-	1	7589445	5.39203933188174	5.39203933188174	5230	2	1	14
5231	chr3R	7589600	7589614	-	4	7589601	12.7317292718006	5.39203933188174	5231	-0.0222987738371119	5	34
5232	chr3R	7590795	7590803	-	4	7590799	10.8071854891403	4.24051366787441	5232	0.0395333585292335	5	29
5233	chr3R	7591862	7591864	-	2	7591863	4.63444409634231	3.47217630427602	5233	1.18872187554087	2	12
5234	chr3R	7592366	7592377	-	4	7592367	21.5317387093486	14.5797220151729	5234	0.535619712788419	5	57
5235	chr3R	7592430	7592434	-	2	7592431	101.07811625737	86.8806224254868	5235	1.41675031001296	2	265
5236	chr3R	7592473	7592475	-	2	7592474	3.86636379512118	2.3183783756711	5236	1.02904940554533	2	10
5237	chr3R	7594433	7594443	-	3	7594434	9.25630619659934	5.77566002886195	5237	0.510864667850003	4	25
5238	chr3R	7594727	7594729	-	2	7594729	4.25170866803095	2.3183783756711	5238	1.00596978852304	2	11
5239	chr3R	7594809	7594816	-	2	7594816	4.25116524322957	2.70317982377949	5239	1.05433969539936	2	11
5240	chr3R	7595374	7595393	-	3	7595376	6.56954361890067	2.70317982377949	5240	-0.241781258077324	6	21
5241	chr3R	7595668	7595669	-	1	7595669	7.69240752725689	7.69240752725689	5241	1.72380457235206	2	21
5242	chr3R	7595807	7595819	-	2	7595808	2.32453558413257	1.16226779206629	5242	1	2	6
5243	chr3R	7608859	7608860	-	1	7608860	6.54261381066948	6.54261381066948	5243	2	1	17
5244	chr3R	7608898	7608900	-	2	7608899	6.55959843352904	3.85641860974955	5244	1.02258218247183	2	17
5245	chr3R	7695599	7695601	-	2	7695601	2.71025321151637	1.54798541945008	5245	1.01477186396575	2	7
5246	chr3R	7707412	7707413	-	1	7707413	9.22445137207965	9.22445137207965	5246	2	1	24
5247	chr3R	7720882	7720884	-	2	7720883	6.55889204354551	4.24051366787441	5247	1.06333261812244	2	17
5248	chr3R	7720987	7721000	-	2	7721000	2.71025321151637	1.54798541945008	5248	0.594360937770434	3	8
5249	chr3R	7788497	7788499	-	2	7788498	9.24882734804664	5.00831368017223	5249	1.00501517181403	2	24
5250	chr3R	7788526	7788533	-	4	7788529	23.0851615481328	11.1381437082637	5250	0.286236039538631	4	60
5251	chr3R	7806134	7806137	-	3	7806135	78.1940365487435	75.8695009646109	5251	1.78002270289706	3	205
5252	chr3R	7812339	7812340	-	1	7812340	10.3728317779009	10.3728317779009	5252	2	1	27
5253	chr3R	7836143	7836157	-	4	7836157	15.4116318642687	8.07552011196818	5253	0.344495446611751	4	40
5254	chr3R	7947493	7947494	-	1	7947494	33.6552491508048	33.6552491508048	5254	2	1	88
5255	chr3R	7949019	7949037	-	2	7949020	2.32453558413257	1.16226779206629	5255	1	2	6
5256	chr3R	7949492	7949494	-	2	7949494	5.79095008361522	3.08777025983574	5256	1.00320836801836	2	15
5257	chr3R	8187828	8187830	-	2	8187830	2.71025321151637	1.54798541945008	5257	1.01477186396575	2	7
5258	chr3R	8208411	8208415	-	3	8208415	388.181090540169	277.690332336337	5258	1.05614712167623	3	1022
5259	chr3R	8249504	8249506	-	2	8249506	2.71025321151637	1.54798541945008	5259	1.01477186396575	2	7
5260	chr3R	8249548	8249549	-	1	8249549	11.1381437082637	11.1381437082637	5260	2	1	29
5261	chr3R	8250134	8250146	-	4	8250146	8.11715628387672	2.70317982377949	5261	-0.354721357582387	6	24
5262	chr3R	8250478	8250480	-	2	8250479	2.32453558413257	1.16226779206629	5262	1	2	6
5263	chr3R	8251234	8251248	-	2	8251248	5.02110055219558	3.08777025983574	5263	1.03876339527712	2	13
5264	chr3R	8251388	8251389	-	1	8251389	8.4585628685967	8.4585628685967	5264	2	1	22
5265	chr3R	8251580	8251585	-	3	8251581	68.112153542042	33.2742582401772	5265	0.706282220007182	4	180
5266	chr3R	8251620	8251639	-	3	8251639	20.3464924078607	17.6362391963443	5266	1.18657059933257	4	54
5267	chr3R	8377252	8377253	-	1	8377253	6.15918280477931	6.15918280477931	5267	2	1	16
5268	chr3R	8449949	8449960	-	2	8449950	2.32453558413257	1.16226779206629	5268	1	2	6
5269	chr3R	8450863	8450869	-	2	8450864	2.71025321151637	1.54798541945008	5269	0.247284721020295	4	9
5270	chr3R	8450914	8450931	-	2	8450915	3.8666605847197	1.93333029235985	5270	1	2	10
5271	chr3R	8451050	8451052	-	2	8451051	3.09559808442614	1.93333029235985	5271	1.04556599707504	2	8
5272	chr3R	8451139	8451140	-	1	8451140	5.00831368017223	5.00831368017223	5272	2	1	13
5273	chr3R	8451164	8451165	-	1	8451165	5.00831368017223	5.00831368017223	5273	2	1	13
5274	chr3R	8451210	8451244	-	5	8451212	20.4002825886521	12.6681743880866	5274	0.209754328285963	6	54
5275	chr3R	8451346	8451349	-	2	8451349	3.86636379512118	2.3183783756711	5275	1.02904940554533	2	10
5276	chr3R	8451442	8451443	-	1	8451443	6.54261381066948	6.54261381066948	5276	2	1	17
5277	chr3R	8451619	8451629	-	3	8451621	8.87626934716023	4.24051366787441	5277	0.522253165899955	3	23
5278	chr3R	8451796	8451797	-	1	8451797	6.15918280477931	6.15918280477931	5278	2	1	16
5279	chr3R	8451867	8451869	-	2	8451869	5.40550659663587	3.47217630427602	5279	1.05971404132937	2	14
5280	chr3R	8453466	8453485	-	9	8453485	307.506320102099	241.023639703746	5280	0.64109134688843	10	809
5281	chr3R	8504755	8504773	-	3	8504756	15.7707610793692	11.5207230274671	5281	0.712377230656484	4	43
5282	chr3R	8684412	8684416	-	4	8684414	26.1298571065499	13.8152261124373	5282	0.586632860630816	4	68
5283	chr3R	8823265	8823266	-	1	8823266	6.92595847127459	6.92595847127459	5283	2	1	18
5284	chr3R	8854294	8854310	-	2	8854310	2.71025321151637	1.54798541945008	5284	1.01477186396575	2	7
5285	chr3R	9113646	9113661	-	3	9113647	10.026483428224	5.39203933188174	5285	0.196749398801764	5	29
5286	chr3R	9207517	9207520	-	2	9207518	2.32453558413257	1.16226779206629	5286	0.438721875540867	3	8
5287	chr3R	9214098	9214107	-	2	9214099	10.008850404328	8.07552011196818	5287	0.972941733399209	3	28
5288	chr3R	9224294	9224295	-	1	9224295	5.39203933188174	5.39203933188174	5288	2	1	14
5289	chr3R	9224330	9224333	-	2	9224333	5.40614863550683	3.08777025983574	5289	1.01477186396575	2	14
5290	chr3R	9225296	9225309	-	2	9225297	3.09559808442614	1.93333029235985	5290	1.04556599707504	2	8
5291	chr3R	9225370	9225373	-	2	9225373	5.0201617237261	3.47217630427602	5291	1.10950835978051	2	13
5292	chr3R	9434971	9434972	-	1	9434972	13.4329177540685	13.4329177540685	5292	2	1	35
5293	chr3R	9437639	9437641	-	2	9437640	3.8666605847197	1.93333029235985	5293	1	2	10
5294	chr3R	9461578	9461587	-	3	9461581	13.8691681706194	7.30922160650763	5294	0.531184658791269	3	36
5295	chr3R	9461662	9461663	-	1	9461663	13.4329177540685	13.4329177540685	5295	2	1	35
5296	chr3R	9461698	9461702	-	4	9461699	18.4896728341397	6.92595847127459	5296	0.168269974313306	4	48
5297	chr3R	9461803	9461829	-	5	9461829	10.0501897866381	2.70317982377949	5297	-0.6593598634345	7	30
5298	chr3R	9461877	9461897	-	2	9461878	6.17479698542065	3.85641860974955	5298	-0.144037784178728	6	23
5299	chr3R	9461986	9462011	-	4	9461987	18.8603580644417	11.1381437082637	5299	0.252391547711718	5	51
5300	chr3R	9462167	9462169	-	2	9462168	62.6454048336618	56.8697448047998	5300	1.55866426661966	2	164
5301	chr3R	9464583	9464592	-	4	9464585	53.5703397444431	45.078001716441	5301	1.13650648198831	4	140
5302	chr3R	9465517	9465520	-	2	9465518	20.7077708134044	19.5455030213381	5302	1.56497810361552	3	55
5303	chr3R	9465691	9465695	-	2	9465692	9.23778790403447	8.07552011196818	5303	1.4564355568004	2	24
5304	chr3R	9466171	9466173	-	2	9466173	7.32828392771015	4.24051366787441	5304	1.0180592131359	2	19
5305	chr3R	9466849	9466852	-	2	9466850	543.483942670437	537.324759865657	5305	1.91172737873733	2	1436
5306	chr3R	9466883	9466895	-	6	9466888	81.2892765341647	32.5122259504278	5306	-0.245999770027228	6	212
5307	chr3R	9467219	9467222	-	2	9467222	6.55889204354551	4.24051366787441	5307	0.805826265743088	3	18
5308	chr3R	9467864	9467922	-	7	9467922	36.5469461712063	15.3440638979909	5308	-0.68333796661201	12	102
5309	chr3R	9479099	9479102	-	3	9479101	13.8640644075151	6.54261381066948	5309	0.670123770874889	3	36
5310	chr3R	9483783	9483785	-	2	9483784	3.86544761584577	2.70317982377949	5310	1.11870910076931	2	10
5311	chr3R	9502371	9502380	-	2	9502380	5.79095008361522	3.08777025983574	5311	0.728217778400202	3	16
5312	chr3R	9663682	9663684	-	2	9663684	5.7884990873245	4.24051366787441	5312	1.16335925805883	2	15
5313	chr3R	9793690	9793694	-	4	9793693	16.1754498391576	9.60730269598138	5313	0.432104714300976	4	42
5314	chr3R	9794552	9794571	-	4	9794569	12.3369370144197	7.30922160650763	5314	0.144063106224904	6	34
5315	chr3R	9795466	9795480	-	4	9795467	12.341162944477	5.00831368017223	5315	0.303787739874854	4	32
5316	chr3R	9795503	9795506	-	2	9795504	3.48131571180993	1.93333029235985	5316	0.505081151766049	3	11
5317	chr3R	9795790	9795808	-	2	9795791	5.7897489021094	3.85641860974955	5317	0.549532536591451	4	17
