fly.cluster	fly.chr	fly.start	fly.end	fly.strand	fly.nr_ctss	fly.dominant_ctss	fly.tpm	fly.tpm.dominant_ctss
4953	chr3R	223644	223661	-	4	223661	12.7242320567863	6.15918280477931
4954	chr3R	224381	224383	-	2	224383	5.02110055219558	3.08777025983574
4955	chr3R	255748	255749	-	1	255749	22.980414084685	22.980414084685
4956	chr3R	255860	255862	-	2	255861	11.5509274908417	6.54261381066948
4957	chr3R	258683	258687	-	4	258686	25.0054968656749	9.99009540998002
4958	chr3R	267983	267985	-	2	267985	22.6240429254669	20.6907126331071
4959	chr3R	268625	268646	-	2	268626	4.63651011613933	2.70317982377949
4960	chr3R	269961	269965	-	3	269962	7.33893550306531	3.08777025983574
4961	chr3R	271924	271928	-	4	271927	29.1891617843826	18.781887601298
4962	chr3R	273653	273660	-	3	273654	6.56814714317619	3.47217630427602
4963	chr3R	276559	276567	-	5	276566	710.199511920262	696.314981079368
4964	chr3R	279045	279050	-	3	279046	17.6829558059706	13.4329177540685
4965	chr3R	292449	292454	-	5	292450	7.73918158830236	1.93333029235985
4966	chr3R	292495	292496	-	1	292496	8.07552011196818	8.07552011196818
4967	chr3R	296999	297004	-	2	297004	5.02155819945058	2.70317982377949
4968	chr3R	464940	464944	-	2	464941	3.8666605847197	1.93333029235985
4969	chr3R	467144	467147	-	2	467147	3.48131571180993	1.93333029235985
4970	chr3R	467238	467243	-	4	467241	10.4263103592329	3.47217630427602
4971	chr3R	539578	539580	-	2	539580	5.0201617237261	3.47217630427602
4972	chr3R	539870	539873	-	3	539872	36.8180642257235	25.269238088717
4973	chr3R	545653	545663	-	3	545654	5.79877790820562	2.70317982377949
4974	chr3R	549315	549316	-	1	549316	5.00831368017223	5.00831368017223
4975	chr3R	549613	549615	-	2	549615	2.71025321151637	1.54798541945008
4976	chr3R	557603	557605	-	2	557605	6.55430712394803	5.39203933188174
4977	chr3R	563490	563508	-	2	563491	2.71025321151637	1.54798541945008
4978	chr3R	569006	569008	-	2	569007	5.78674274479974	4.62447495273345
4979	chr3R	615420	615426	-	2	615421	3.86544761584577	2.70317982377949
4980	chr3R	615499	615500	-	1	615500	12.6681743880866	12.6681743880866
4981	chr3R	615526	615528	-	2	615527	8.85467531932318	7.69240752725689
4982	chr3R	615642	615643	-	1	615643	6.92595847127459	6.92595847127459
4983	chr3R	615998	616001	-	3	616000	13.8613443285374	8.4585628685967
4984	chr3R	647136	647139	-	2	647139	8.09521915566123	5.39203933188174
4985	chr3R	647165	647166	-	1	647166	38.2258985271447	38.2258985271447
4986	chr3R	775547	775553	-	3	775549	4.64358350387622	1.93333029235985
4987	chr3R	775603	775607	-	2	775604	3.48131571180993	1.93333029235985
4988	chr3R	778245	778247	-	2	778247	6.94285332840455	4.62447495273345
4989	chr3R	778365	778381	-	4	778380	38.0032644067682	21.0723943832629
4990	chr3R	778408	778410	-	2	778409	3.86544761584577	2.70317982377949
4991	chr3R	911293	911295	-	2	911294	3.09559808442614	1.93333029235985
4992	chr3R	1047536	1047537	-	1	1047537	5.77566002886195	5.77566002886195
4993	chr3R	1049000	1049010	-	7	1049001	177.803241759544	159.669567881863
4994	chr3R	1063691	1063692	-	1	1063692	5.00831368017223	5.00831368017223
4995	chr3R	1064367	1064387	-	4	1064372	9.26981479913443	4.24051366787441
4996	chr3R	1064456	1064457	-	1	1064457	22.5988605119568	22.5988605119568
4997	chr3R	1064513	1064531	-	2	1064514	3.09597083890017	1.54798541945008
4998	chr3R	1064749	1064751	-	2	1064751	61.1308864305849	54.5882726199154
4999	chr3R	1108897	1108898	-	1	1108898	5.39203933188174	5.39203933188174
5000	chr3R	1179570	1179574	-	2	1179571	2.32453558413257	1.16226779206629
5001	chr3R	1180447	1180479	-	7	1180479	55.2980258765191	21.4540495784629
5002	chr3R	1182814	1182815	-	1	1182815	18.781887601298	18.781887601298
5003	chr3R	1284469	1284470	-	1	1284470	15.3440638979909	15.3440638979909
5004	chr3R	1291398	1291404	-	6	1291402	363.589957677603	212.280236899536
5005	chr3R	1291441	1291459	-	4	1291442	18.4759520200014	11.1381437082637
5006	chr3R	1292830	1292833	-	2	1292833	6.17058147223852	5.00831368017223
5007	chr3R	1296359	1296360	-	1	1296360	6.92595847127459	6.92595847127459
5008	chr3R	1299367	1299369	-	2	1299368	4.63444409634231	3.47217630427602
5009	chr3R	1369335	1369337	-	2	1369337	3.48064616773738	2.3183783756711
5010	chr3R	1369417	1369419	-	2	1369419	10.0065482880468	8.4585628685967
5011	chr3R	1373484	1373500	-	5	1373497	31.523645247442	14.9619117069052
5012	chr3R	1379977	1379978	-	1	1379978	9.22445137207965	9.22445137207965
5013	chr3R	1390548	1390550	-	2	1390550	24.5242111157552	23.3619433236889
5014	chr3R	1405993	1406011	-	2	1405994	3.09559808442614	1.93333029235985
5015	chr3R	1407052	1407055	-	2	1407053	3.48131571180993	1.93333029235985
5016	chr3R	1421717	1421721	-	3	1421718	16.9301954312914	8.07552011196818
5017	chr3R	1422914	1422931	-	3	1422915	6.18336834426187	3.08777025983574
5018	chr3R	1432260	1432270	-	4	1432261	22.6677267795252	17.2542937442294
5019	chr3R	1438077	1438088	-	2	1438078	3.48131571180993	1.93333029235985
5020	chr3R	1438533	1438536	-	3	1438534	18.8461131255693	10.7555138954498
5021	chr3R	1491273	1491277	-	2	1491274	3.86544761584577	2.70317982377949
5022	chr3R	1538892	1538902	-	2	1538893	3.09597083890017	1.54798541945008
5023	chr3R	1565920	1565934	-	2	1565921	2.32453558413257	1.16226779206629
5024	chr3R	1580497	1580500	-	3	1580498	261.536837815628	256.902393719285
5025	chr3R	1580865	1580870	-	3	1580867	26.1049170631001	18.4000354603643
5026	chr3R	1613096	1613098	-	2	1613097	19.9773959945943	12.6681743880866
5027	chr3R	1613173	1613178	-	2	1613178	24.5242111157552	23.3619433236889
5028	chr3R	1620041	1620044	-	3	1620043	22.2877573896448	15.3440638979909
5029	chr3R	1647135	1647139	-	3	1647139	25.7287522934835	17.6362391963443
5030	chr3R	1675579	1675581	-	2	1675580	5.79095008361522	3.08777025983574
5031	chr3R	1826457	1826458	-	1	1826458	34.7981232271552	34.7981232271552
5032	chr3R	1826813	1826814	-	1	1826814	5.77566002886195	5.77566002886195
5033	chr3R	1826915	1826919	-	2	1826919	3.09559808442614	1.93333029235985
5034	chr3R	1920731	1920747	-	3	1920732	9.64491769707405	4.24051366787441
5035	chr3R	1926569	1926581	-	2	1926570	5.4027814599407	4.24051366787441
5036	chr3R	2171305	2171310	-	2	2171306	5.7897489021094	3.85641860974955
5037	chr3R	2171624	2171630	-	2	2171630	5.02110055219558	3.08777025983574
5038	chr3R	2481811	2481814	-	2	2481814	3.09559808442614	1.93333029235985
5039	chr3R	2482128	2482130	-	2	2482129	10.010785902928	7.69240752725689
5040	chr3R	2483173	2483174	-	1	2483174	5.00831368017223	5.00831368017223
5041	chr3R	2517300	2517302	-	2	2517301	4.6367567513422	2.3183783756711
5042	chr3R	2517454	2517456	-	2	2517456	9.62573781961674	7.69240752725689
5043	chr3R	2521190	2521191	-	1	2521191	8.4585628685967	8.4585628685967
5044	chr3R	2521970	2521972	-	2	2521972	3.09559808442614	1.93333029235985
5045	chr3R	2892828	2892831	-	3	2892830	48.6912754534038	24.887824761235
5046	chr3R	2900154	2900158	-	3	2900158	116.570380100166	110.783637355366
5047	chr3R	2903767	2903769	-	2	2903768	9.63278863290568	5.00831368017223
5048	chr3R	2903846	2903851	-	3	2903851	6.56814714317619	3.47217630427602
5049	chr3R	2905134	2905166	-	5	2905156	12.3562734760267	4.24051366787441
5050	chr3R	2911827	2911829	-	2	2911829	8.47148939857392	7.30922160650763
5051	chr3R	2923715	2923716	-	1	2923716	7.30922160650763	7.30922160650763
5052	chr3R	2924865	2924867	-	2	2924866	4.25170866803095	2.3183783756711
5053	chr3R	2924925	2924928	-	2	2924926	2.32453558413257	1.16226779206629
5054	chr3R	2925121	2925137	-	3	2925137	8.10596128372019	4.24051366787441
5055	chr3R	2940806	2940808	-	2	2940807	14.5951855461348	13.4329177540685
5056	chr3R	2941158	2941159	-	1	2941159	22.5988605119568	22.5988605119568
5057	chr3R	2941439	2941441	-	2	2941440	13.4480046281699	12.2857368361036
5058	chr3R	2953755	2953758	-	3	2953756	4.25823863096646	1.54798541945008
5059	chr3R	2971786	2971787	-	1	2971787	8.84153898526358	8.84153898526358
5060	chr3R	2972004	2972006	-	2	2972005	5.0201617237261	3.47217630427602
5061	chr3R	2974389	2974397	-	2	2974397	2.71025321151637	1.54798541945008
5062	chr3R	3075453	3075470	-	3	3075470	41.3941327588861	29.4633935860134
5063	chr3R	3298280	3298281	-	1	3298281	9.22445137207965	9.22445137207965
5064	chr3R	3478324	3478325	-	1	3478325	6.92595847127459	6.92595847127459
5065	chr3R	3728783	3728784	-	1	3728784	10.3728317779009	10.3728317779009
5066	chr3R	3728839	3728841	-	2	3728841	3.48131571180993	1.93333029235985
5067	chr3R	3809630	3809632	-	2	3809631	2.71025321151637	1.54798541945008
5068	chr3R	3814614	3814617	-	2	3814617	9.24433684694569	6.92595847127459
5069	chr3R	3821429	3821483	-	19	3821479	111.486231042349	20.3090038342817
5070	chr3R	3838921	3838922	-	1	3838922	5.77566002886195	5.77566002886195
5071	chr3R	3844565	3844582	-	3	3844569	5.79877790820562	2.70317982377949
5072	chr3R	3846032	3846033	-	1	3846033	5.39203933188174	5.39203933188174
5073	chr3R	4089379	4089385	-	2	4089380	6.93792782092824	5.77566002886195
5074	chr3R	4165694	4165706	-	2	4165706	5.02110055219558	3.08777025983574
5075	chr3R	4166734	4166735	-	1	4166735	6.54261381066948	6.54261381066948
5076	chr3R	4188263	4188264	-	1	4188264	5.00831368017223	5.00831368017223
5077	chr3R	4208231	4208232	-	1	4208232	9.99009540998002	9.99009540998002
5078	chr3R	4212623	4212624	-	1	4212624	18.0181528754949	18.0181528754949
5079	chr3R	4422073	4422076	-	2	4422074	2.32453558413257	1.16226779206629
5080	chr3R	4474458	4474459	-	1	4474459	5.00831368017223	5.00831368017223
5081	chr3R	4475254	4475257	-	2	4475255	3.09559808442614	1.93333029235985
5082	chr3R	4482458	4482471	-	3	4482469	4.64358350387622	1.93333029235985
5083	chr3R	4482866	4482868	-	2	4482868	43.6713317699003	22.2172821914374
5084	chr3R	4488081	4488093	-	2	4488082	2.71025321151637	1.54798541945008
5085	chr3R	4502384	4502386	-	2	4502385	8.09403840453305	5.77566002886195
5086	chr3R	4555590	4555599	-	2	4555591	3.86544761584577	2.70317982377949
5087	chr3R	4555674	4555687	-	2	4555687	2.71025321151637	1.54798541945008
5088	chr3R	4557402	4557403	-	1	4557403	6.15918280477931	6.15918280477931
5089	chr3R	4641158	4641168	-	2	4641168	5.02110055219558	3.08777025983574
5090	chr3R	4641341	4641343	-	2	4641343	10.0124014302871	7.30922160650763
5091	chr3R	4641443	4641445	-	2	4641444	6.9436934916539	4.24051366787441
5092	chr3R	4641719	4641721	-	2	4641720	6.55629909962231	5.00831368017223
5093	chr3R	4643474	4643475	-	1	4643475	16.8723158102368	16.8723158102368
5094	chr3R	4643501	4643514	-	2	4643502	5.0201617237261	3.47217630427602
5095	chr3R	4643537	4643573	-	7	4643545	41.9427446676827	9.60730269598138
5096	chr3R	4643595	4643596	-	1	4643596	39.3682224571729	39.3682224571729
5097	chr3R	4644694	4644696	-	2	4644695	2.32453558413257	1.16226779206629
5098	chr3R	4657868	4657869	-	1	4657869	14.197493831883	14.197493831883
5099	chr3R	4663664	4663665	-	1	4663665	10.3728317779009	10.3728317779009
5100	chr3R	4664387	4664388	-	1	4664388	9.22445137207965	9.22445137207965
5101	chr3R	4674733	4674734	-	1	4674734	6.54261381066948	6.54261381066948
5102	chr3R	4677861	4677862	-	1	4677862	5.77566002886195	5.77566002886195
5103	chr3R	4770736	4770740	-	3	4770737	7.33893550306531	3.08777025983574
5104	chr3R	4831893	4831912	-	4	4831897	17.7243574507153	6.92595847127459
5105	chr3R	4831935	4831942	-	4	4831942	388.099541168132	382.302829279724
5106	chr3R	4836057	4836058	-	1	4836058	5.00831368017223	5.00831368017223
5107	chr3R	4840595	4840596	-	1	4840596	5.39203933188174	5.39203933188174
5108	chr3R	4844719	4844720	-	1	4844720	6.15918280477931	6.15918280477931
5109	chr3R	4844881	4844897	-	2	4844882	2.32453558413257	1.16226779206629
5110	chr3R	4845081	4845084	-	2	4845082	2.71025321151637	1.54798541945008
5111	chr3R	4895568	4895578	-	3	4895578	9.25697574067189	5.77566002886195
5112	chr3R	5057995	5058011	-	2	5057996	2.32453558413257	1.16226779206629
5113	chr3R	5083545	5083547	-	2	5083546	3.09597083890017	1.54798541945008
5114	chr3R	5084203	5084207	-	2	5084204	7.32828392771015	4.24051366787441
5115	chr3R	5157220	5157223	-	2	5157221	5.40635964755897	2.70317982377949
5116	chr3R	5160407	5160412	-	4	5160410	23.4670694832969	11.5207230274671
5117	chr3R	5193913	5193916	-	3	5193916	31.0862999841434	20.6907126331071
5118	chr3R	5197297	5197299	-	2	5197298	3.48064616773738	2.3183783756711
5119	chr3R	5226146	5226185	-	7	5226168	37.334151356627	9.60730269598138
5120	chr3R	5226373	5226375	-	2	5226374	5.40614863550683	3.08777025983574
5121	chr3R	5226520	5226533	-	3	5226521	11.5666101124772	5.77566002886195
5122	chr3R	5226568	5226572	-	3	5226572	14.2508762400237	8.07552011196818
5123	chr3R	5226733	5226750	-	4	5226750	10.0402446012664	3.85641860974955
5124	chr3R	5226958	5226959	-	1	5226959	8.84153898526358	8.84153898526358
5125	chr3R	5226979	5226987	-	4	5226987	18.0975999726647	7.69240752725689
5126	chr3R	5229853	5229867	-	3	5229867	39.5169924146757	22.2172821914374
5127	chr3R	5235486	5235488	-	2	5235487	61.9700253228072	37.8450949333732
5128	chr3R	5322960	5322962	-	2	5322961	10.010785902928	7.69240752725689
5129	chr3R	5331805	5331808	-	2	5331806	6.55889204354551	4.24051366787441
5130	chr3R	5336416	5336417	-	1	5336417	6.92595847127459	6.92595847127459
5131	chr3R	5338521	5338523	-	2	5338522	10.3938984876393	8.07552011196818
5132	chr3R	5338544	5338563	-	3	5338545	6.18095419388213	3.85641860974955
5133	chr3R	5338666	5338687	-	2	5338667	5.40614863550683	3.08777025983574
5134	chr3R	5338756	5338798	-	7	5338785	576.310042321634	499.62457778413
5135	chr3R	5341612	5341615	-	2	5341613	5.7884990873245	4.24051366787441
5136	chr3R	5354070	5354075	-	2	5354071	3.09559808442614	1.93333029235985
5137	chr3R	5361433	5361437	-	2	5361437	8.85467531932318	7.69240752725689
5138	chr3R	5370854	5370858	-	2	5370855	2.32453558413257	1.16226779206629
5139	chr3R	5385060	5385064	-	3	5385064	13.8640644075151	6.54261381066948
5140	chr3R	5385244	5385248	-	4	5385248	35.3146510865899	19.927267474403
5141	chr3R	5389357	5389368	-	5	5389368	27.2632937625167	21.0723943832629
5142	chr3R	5402086	5402088	-	2	5402088	6.17384396023426	4.24051366787441
5143	chr3R	5402151	5402173	-	3	5402152	7.33893550306531	3.08777025983574
5144	chr3R	5402660	5402677	-	2	5402661	4.63651011613933	2.70317982377949
5145	chr3R	5402754	5402762	-	3	5402762	3.87252100358266	1.54798541945008
5146	chr3R	5403061	5403062	-	1	5403062	9.22445137207965	9.22445137207965
5147	chr3R	5403090	5403091	-	1	5403091	9.60730269598138	9.60730269598138
5148	chr3R	5403453	5403478	-	7	5403456	109.335241743668	70.5516389549441
5149	chr3R	5454728	5454729	-	1	5454729	5.00831368017223	5.00831368017223
5150	chr3R	5454838	5454842	-	2	5454839	26.054374398337	24.5063889788869
5151	chr3R	5454946	5454959	-	2	5454947	5.40635964755897	2.70317982377949
5152	chr3R	5455048	5455049	-	1	5455049	8.84153898526358	8.84153898526358
5153	chr3R	5455228	5455231	-	2	5455229	18.4489027441593	9.22445137207965
5154	chr3R	5455285	5455287	-	2	5455286	10.7813979107837	7.30922160650763
5155	chr3R	5455652	5455677	-	3	5455677	8.86714939480206	6.54261381066948
5156	chr3R	5455778	5455785	-	3	5455779	7.33284926430481	5.00831368017223
5157	chr3R	5455839	5455842	-	2	5455842	9.23778790403447	8.07552011196818
5158	chr3R	5455862	5455864	-	2	5455863	9.63255299975615	5.39203933188174
5159	chr3R	5456535	5456536	-	1	5456536	9.22445137207965	9.22445137207965
5160	chr3R	5456572	5456587	-	2	5456573	2.32453558413257	1.16226779206629
5161	chr3R	5509744	5509745	-	1	5509745	13.4329177540685	13.4329177540685
5162	chr3R	5531879	5531882	-	3	5531880	12.7120030664483	7.30922160650763
5163	chr3R	5541342	5541344	-	2	5541344	3.86544761584577	2.70317982377949
5164	chr3R	5542338	5542342	-	3	5542340	11.5627755343956	6.54261381066948
5165	chr3R	5551334	5551335	-	1	5551335	5.00831368017223	5.00831368017223
5166	chr3R	5551360	5551361	-	1	5551361	11.90325354315	11.90325354315
5167	chr3R	5573137	5573138	-	1	5573138	6.92595847127459	6.92595847127459
5168	chr3R	5580384	5580385	-	1	5580385	19.1637099220414	19.1637099220414
5169	chr3R	5588640	5588642	-	2	5588641	4.25116524322957	2.70317982377949
5170	chr3R	5588871	5588875	-	4	5588873	69.6480988024479	49.6438042401231
5171	chr3R	5610080	5610091	-	3	5610091	7.7185668916886	5.00831368017223
5172	chr3R	5630598	5630602	-	2	5630602	3.48064616773738	2.3183783756711
5173	chr3R	5635073	5635076	-	2	5635076	3.86636379512118	2.3183783756711
5174	chr3R	5827884	5827891	-	2	5827885	3.48064616773738	2.3183783756711
5175	chr3R	5838583	5838585	-	2	5838584	3.09597083890017	1.54798541945008
5176	chr3R	5928849	5928854	-	5	5928853	25.024903379897	8.07552011196818
5177	chr3R	5952313	5952315	-	2	5952315	3.48064616773738	2.3183783756711
5178	chr3R	5952682	5952702	-	2	5952683	6.55889204354551	4.24051366787441
5179	chr3R	5959880	5959889	-	2	5959889	24.1863630789849	14.9619117069052
5180	chr3R	5960192	5960196	-	4	5960194	181.053148628338	94.4713294370117
5181	chr3R	5965545	5965546	-	1	5965546	11.90325354315	11.90325354315
5182	chr3R	5987037	5987038	-	1	5987038	5.00831368017223	5.00831368017223
5183	chr3R	5998032	5998035	-	3	5998034	7.33773432155948	3.85641860974955
5184	chr3R	6081040	6081042	-	2	6081042	3.09559808442614	1.93333029235985
5185	chr3R	6408355	6408359	-	4	6408358	125.709416216319	117.609220603325
5186	chr3R	6410450	6410471	-	6	6410470	20.0530203071904	6.92595847127459
5187	chr3R	6411361	6411363	-	2	6411362	13.0808699818292	9.22445137207965
5188	chr3R	6416688	6416690	-	2	6416689	5.79095008361522	3.08777025983574
5189	chr3R	6439506	6439508	-	2	6439508	2.71025321151637	1.54798541945008
5190	chr3R	6439976	6439978	-	2	6439977	3.09559808442614	1.93333029235985
5191	chr3R	6593949	6593968	-	2	6593950	47.7769291275351	45.458550751864
5192	chr3R	6609803	6609804	-	1	6609804	9.99009540998002	9.99009540998002
5193	chr3R	6680177	6680178	-	1	6680178	23.7434486294322	23.7434486294322
5194	chr3R	6689952	6689954	-	2	6689954	31.8173379166909	24.124930389434
5195	chr3R	6694341	6694343	-	2	6694342	8.09403840453305	5.77566002886195
5196	chr3R	6697445	6697459	-	2	6697446	2.71025321151637	1.54798541945008
5197	chr3R	6706273	6706277	-	2	6706277	29.4820430738407	28.3197752817744
5198	chr3R	6707854	6707856	-	2	6707855	2.32453558413257	1.16226779206629
5199	chr3R	6996571	6996576	-	2	6996572	2.32453558413257	1.16226779206629
5200	chr3R	7040240	7040246	-	3	7040246	53.605207819019	38.987462145643
5201	chr3R	7041186	7041187	-	1	7041187	5.39203933188174	5.39203933188174
5202	chr3R	7041292	7041294	-	2	7041293	4.25003805190202	3.08777025983574
5203	chr3R	7041337	7041339	-	2	7041338	12.30041150033	11.1381437082637
5204	chr3R	7041616	7041618	-	2	7041618	3.09559808442614	1.93333029235985
5205	chr3R	7054738	7054740	-	2	7054739	2.32453558413257	1.16226779206629
5206	chr3R	7056282	7056283	-	1	7056283	6.15918280477931	6.15918280477931
5207	chr3R	7172863	7172866	-	2	7172864	3.09559808442614	1.93333029235985
5208	chr3R	7235550	7235555	-	3	7235551	6.56814714317619	3.47217630427602
5209	chr3R	7235604	7235605	-	1	7235605	34.4171814595178	34.4171814595178
